1000 200000
327 85 259
437 178 182
748 599 611
249 509 801
520 889 112
450 939 471
623 209 709
540 406 598
455 600 733
336 374 489
806 424 970
974 626 367
607 889 710
648 630 224
530 310 763
747 733 997
894 124 35
915 633 847
329 713 466
735 137 670
172 88 53
723 566 449
719 811 356
245 340 684
641 474 526
726 562 175
861 239 682
690 906 462
638 889 24
603 263 538
680 703 519
16 640 671
435 415 356
207 974 451
633 4 415
35 792 546
525 501 758
72 849 821
315 99 955
845 645 777
221 369 238
582 86 865
289 701 218
662 186 929
375 55 742
31 58 518
972 956 544
340 334 566
839 250 682
216 335 411
791 681 976
422 130 390
352 558 539
149 819 25
646 602 360
261 626 871
728 233 300
420 901 813
381 182 495
650 298 461
562 249 466
565 394 494
333 514 927
164 576 829
50 256 90
714 454 494
545 591 933
46 147 701
114 551 351
217 883 80
354 929 11
980 195 273
78 531 775
458 373 59
228 722 960
746 183 850
92 539 201
628 537 306
13 689 656
417 207 138
339 481 731
657 196 268
835 621 264
809 226 218
181 161 264
269 84 625
809 36 686
158 360 712
982 398 994
826 700 945
236 981 26
979 963 76
817 280 690
993 51 33
346 640 262
148 47 859
838 341 467
173 184 472
708 276 239
725 371 728
192 553 222
558 922 348
343 579 978
399 923 714
261 172 611
193 961 426
817 4 437
946 138 361
979 502 916
531 277 443
91 940 777
910 359 821
724 907 866
964 902 201
24 297 217
236 902 651
530 214 445
264 155 96
640 752 795
449 65 784
634 932 121
350 372 905
118 815 250
446 396 499
439 154 174
234 666 393
125 684 182
760 925 393
780 580 146
36 607 914
728 973 774
788 401 713
820 335 700
28 228 651
577 10 463
243 450 998
362 910 135
170 729 519
658 839 99
960 218 317
698 933 321
874 969 332
758 761 939
410 653 962
943 900 860
94 285 702
419 289 908
906 702 43
355 206 659
874 348 456
411 835 948
740 857 974
238 677 964
285 560 342
983 568 564
349 710 980
383 489 218
172 390 363
693 323 3
821 747 503
18 637 518
906 297 438
607 769 347
35 5 141
163 176 927
942 433 426
405 214 428
397 682 407
253 198 834
444 533 469
355 528 711
519 846 745
548 665 301
819 9 84
341 310 604
648 693 395
559 271 848
535 826 181
240 683 148
701 102 728
313 949 252
262 410 393
273 641 86
759 881 298
256 434 152
634 764 810
450 860 120
157 186 669
376 203 634
183 713 324
946 985 776
891 655 775
998 580 404
986 458 769
673 4 598
621 584 523
217 610 980
838 549 698
935 870 193
910 5 974
963 235 702
771 646 767
505 786 839
898 816 610
440 200 22
726 401 525
899 117 317
998 419 188
508 918 198
299 64 226
962 505 792
889 594 489
686 606 83
803 797 373
953 571 712
210 363 427
744 996 233
752 847 511
806 719 166
928 148 365
561 544 291
498 198 931
274 763 361
15 612 891
601 950 675
106 274 491
579 791 443
632 333 57
586 452 274
874 725 760
124 195 928
160 130 804
549 538 931
416 617 251
515 37 236
393 272 996
467 237 861
830 985 669
632 430 174
884 605 460
611 312 88
180 905 878
172 576 934
244 551 567
876 878 941
542 965 911
605 382 640
626 262 399
242 942 337
893 65 475
520 968 901
743 696 120
955 632 704
464 761 121
912 791 181
110 250 18
965 279 979
828 653 847
815 748 833
108 282 933
588 612 520
123 952 611
376 837 835
783 291 185
946 760 727
660 800 399
733 594 901
671 269 725
846 736 142
74 511 563
591 947 257
735 7 767
772 376 39
971 876 787
790 29 425
826 434 515
731 182 557
630 810 685
325 510 552
702 655 282
317 948 789
960 236 250
197 967 29
224 522 219
485 809 977
687 754 373
17 987 62
777 215 942
506 629 113
615 692 920
854 507 729
301 483 253
124 724 807
738 437 938
647 531 530
337 992 392
615 880 322
569 694 409
921 77 880
735 34 562
58 791 771
324 857 673
194 903 717
920 803 468
53 22 355
262 377 843
833 843 976
283 871 686
815 821 439
943 464 603
57 227 335
613 640 816
633 950 37
15 756 727
148 733 336
183 988 966
641 400 374
977 578 658
533 478 817
483 78 586
604 22 327
294 485 429
914 64 346
682 732 383
666 109 224
757 243 588
749 976 127
718 329 250
224 19 49
432 420 529
85 655 496
147 322 851
678 904 572
172 70 446
727 223 264
803 763 236
183 66 27
781 51 850
16 716 665
365 11 166
206 413 517
609 819 190
963 197 48
307 183 581
130 298 63
374 215 282
156 60 587
939 749 566
451 712 574
258 27 526
5 832 352
119 65 808
671 110 618
246 557 97
123 882 853
498 761 772
102 550 844
323 13 260
435 855 814
741 845 884
211 309 901
524 994 84
491 225 413
102 991 526
440 324 425
224 961 489
428 585 963
268 907 941
506 114 878
307 238 977
493 408 429
710 734 139
372 43 532
293 403 459
550 50 943
747 46 149
838 914 381
793 165 454
795 36 922
923 349 233
144 455 574
465 745 572
762 249 966
271 938 338
136 617 468
79 764 911
774 381 396
414 381 669
356 476 823
235 757 861
109 426 555
470 389 610
674 370 340
866 120 679
335 8 434
711 761 477
875 892 909
564 635 462
444 130 638
36 983 204
878 714 171
268 781 756
65 378 363
276 23 58
858 845 178
271 707 434
167 357 120
950 366 495
841 10 650
742 373 783
980 770 423
526 302 201
595 837 495
773 267 836
667 262 884
537 775 352
767 549 417
316 841 693
563 980 614
80 93 955
171 590 776
443 862 502
637 863 275
648 375 742
450 946 993
398 912 163
109 12 255
546 64 236
491 938 377
392 533 107
515 896 635
88 532 401
986 792 738
296 865 7
990 923 347
708 897 951
548 403 689
851 259 208
224 259 332
415 628 959
808 836 572
833 595 192
743 863 13
887 70 342
591 276 906
895 141 662
385 421 362
982 611 247
108 189 824
785 788 450
689 684 870
71 53 155
474 924 39
857 387 49
408 527 117
50 492 720
633 442 343
942 290 105
239 75 463
958 304 504
383 77 987
352 983 256
503 680 964
215 110 977
451 476 485
305 910 788
735 711 7
101 653 71
433 922 342
22 268 326
454 542 244
273 60 471
592 656 733
443 780 212
52 214 251
592 80 972
720 77 502
535 172 235
578 36 579
745 969 210
908 734 116
68 703 731
562 67 806
573 446 640
407 220 795
48 966 41
302 837 881
83 844 739
688 630 888
689 69 831
255 908 228
908 946 239
358 781 24
852 250 658
518 472 193
202 743 493
889 496 781
334 345 382
62 394 829
607 851 518
705 270 222
465 323 829
860 575 490
413 75 186
999 779 386
16 263 623
823 249 748
365 975 589
432 530 304
627 984 253
749 69 134
152 665 104
893 53 0
565 290 862
570 211 540
354 656 540
318 982 987
651 40 718
122 406 686
464 629 743
735 648 414
643 912 850
516 519 956
133 321 810
785 616 759
66 638 851
512 216 503
308 144 854
548 461 46
18 730 915
732 813 939
663 940 48
133 226 918
499 869 165
93 674 169
204 276 341
237 922 752
54 472 193
115 688 882
748 39 50
288 968 870
583 496 466
796 281 533
879 598 817
883 718 725
922 459 885
576 231 643
154 955 288
599 380 954
341 478 574
177 225 22
858 504 743
744 506 250
261 347 429
406 125 291
785 411 823
464 399 252
954 570 186
653 308 548
988 477 578
922 952 443
221 732 255
554 333 129
261 987 377
263 615 13
308 766 305
129 256 855
675 734 830
486 451 57
166 136 186
180 729 526
861 401 369
21 331 206
91 587 283
383 504 760
652 32 618
195 412 991
22 658 454
991 923 984
187 240 161
447 347 507
981 6 514
260 750 798
74 812 192
21 724 430
732 604 638
645 325 243
364 408 866
171 119 425
796 493 2
132 301 552
499 684 741
610 461 249
662 338 47
276 844 520
2 580 342
109 970 976
760 637 951
93 269 362
787 819 618
129 468 239
766 494 514
418 148 837
446 952 364
367 556 126
737 883 300
365 262 973
700 643 299
167 392 921
363 84 296
311 350 338
22 116 969
69 818 744
744 412 398
431 532 246
363 678 157
884 755 375
529 101 188
565 514 229
258 280 290
197 236 272
577 179 331
589 915 897
152 347 499
400 443 848
941 814 455
821 156 727
290 882 18
822 275 478
678 793 12
752 522 238
558 170 405
532 779 146
384 62 716
892 80 726
551 201 256
823 232 590
868 473 473
182 6 692
610 609 149
174 97 2
272 844 993
717 381 445
110 439 714
178 815 673
563 245 968
580 93 369
962 132 588
119 128 482
410 836 491
818 564 987
610 576 901
596 255 740
116 740 435
598 263 770
836 506 85
948 920 0
673 351 88
950 973 721
792 403 88
298 4 961
506 146 734
702 492 425
826 385 641
927 719 986
571 779 373
869 436 39
519 755 634
186 20 269
635 222 234
428 275 623
76 483 208
636 741 588
495 359 467
565 940 597
558 966 132
105 430 70
958 751 140
571 227 958
718 27 918
252 369 707
461 829 26
781 963 47
369 439 268
917 474 672
46 781 580
220 156 104
948 158 663
370 765 799
444 264 632
965 946 194
732 185 791
836 999 820
883 562 183
543 551 379
658 844 98
450 778 155
257 323 819
802 604 369
388 189 119
861 898 425
148 77 415
19 342 614
250 987 499
611 345 367
977 406 485
804 832 706
683 848 289
351 557 802
149 382 102
581 644 76
660 349 802
418 39 774
552 209 657
708 233 586
513 470 622
484 58 259
831 570 442
105 736 891
23 283 81
509 477 271
909 811 959
817 253 413
457 340 117
961 360 817
310 807 311
612 229 329
445 389 70
959 229 109
379 803 553
254 860 508
986 271 409
902 472 314
267 620 854
964 100 507
506 611 562
513 878 556
379 314 346
772 30 871
162 383 682
632 347 65
433 767 591
895 176 659
676 639 764
658 900 120
796 327 762
739 381 610
402 360 619
255 718 505
912 380 703
667 173 733
693 623 88
977 422 617
714 676 534
988 199 917
400 852 720
453 737 38
988 303 448
145 666 699
225 604 137
3 540 518
79 517 33
588 996 399
722 538 45
657 169 106
281 256 151
519 132 58
365 96 976
284 32 373
876 315 996
478 482 868
154 670 28
189 216 869
245 293 454
752 699 884
623 27 881
732 849 89
443 971 866
845 178 754
629 233 296
983 296 838
52 338 746
427 212 822
687 978 260
65 931 183
681 844 216
577 516 178
296 240 918
825 519 69
675 163 707
469 655 381
368 943 889
959 20 51
571 848 784
548 451 881
764 468 90
532 666 730
912 526 582
616 36 696
371 316 22
650 982 718
667 566 706
866 992 737
692 812 492
424 204 152
28 144 992
415 402 511
80 279 807
960 470 715
233 535 781
811 345 152
804 392 64
334 962 803
843 117 864
286 65 772
16 892 161
285 328 113
964 711 805
45 848 295
112 753 919
35 282 825
614 929 312
922 692 18
934 780 865
864 241 7
51 173 221
405 292 654
359 138 691
381 826 416
821 840 818
449 63 32
875 433 791
482 526 882
79 201 162
415 41 705
237 437 420
76 757 229
675 210 362
537 876 829
694 704 341
461 321 853
102 939 242
214 289 515
79 387 670
738 412 947
958 319 937
899 245 463
215 5 703
981 885 79
938 158 530
231 929 456
572 664 624
342 202 458
459 472 401
763 449 512
573 900 153
352 810 110
11 577 704
920 941 717
346 221 408
66 224 773
809 883 500
520 359 18
319 853 19
647 201 317
234 247 877
340 313 575
699 392 38
478 488 911
441 760 780
302 51 125
236 713 127
923 56 329
945 677 22
770 481 497
804 306 223
774 624 354
653 498 265
112 810 438
515 876 119
264 495 714
899 577 122
50 737 220
25 992 889
536 610 171
563 459 965
584 806 679
180 240 61
158 781 772
819 428 100
819 266 670
929 73 209
988 976 145
355 757 924
711 640 442
123 170 342
376 198 697
583 600 432
372 381 474
194 85 400
688 118 438
297 455 107
346 623 762
428 311 597
464 32 964
302 360 164
80 470 298
917 962 848
810 829 77
794 63 109
481 909 303
193 586 767
752 537 818
356 88 753
424 970 671
891 844 104
98 215 13
184 914 945
598 75 986
968 794 958
871 985 721
462 773 154
386 732 226
657 398 602
141 388 415
884 20 334
62 423 880
135 946 28
972 506 337
668 649 62
553 347 681
591 245 774
955 69 72
221 719 367
829 2 352
929 388 21
446 873 11
112 99 747
408 621 198
941 827 609
991 361 788
714 516 840
819 38 956
840 798 56
407 389 208
728 309 528
293 322 579
415 372 380
657 308 839
294 601 693
127 242 544
414 376 137
633 132 631
119 904 105
896 618 863
657 515 731
71 137 980
413 644 687
712 478 309
212 546 952
442 98 141
290 657 439
821 135 653
687 112 760
867 941 198
381 301 168
296 95 122
315 85 59
331 688 981
26 698 755
206 53 161
536 962 546
161 558 319
658 12 815
313 596 536
547 564 803
214 227 338
365 206 964
781 345 79
630 674 681
44 868 769
389 681 209
608 217 31
582 123 464
390 230 388
530 46 58
34 598 313
67 495 373
195 825 556
402 896 574
994 388 729
453 1 638
678 690 914
36 842 713
862 613 298
616 509 133
518 774 167
209 365 987
141 489 732
405 839 648
182 512 813
229 338 908
455 497 505
22 414 256
433 73 9
386 423 613
145 758 55
948 157 676
430 586 571
320 149 250
154 812 966
958 314 325
996 48 790
143 512 383
378 329 595
988 285 754
673 298 438
130 459 496
769 89 698
241 873 904
671 616 171
588 846 358
730 679 653
924 596 981
960 333 81
732 270 961
802 954 143
903 786 197
515 478 219
137 366 287
334 208 1
968 777 120
239 590 490
27 545 4
372 686 401
812 75 61
449 935 262
700 606 304
7 831 682
697 769 370
175 804 777
964 760 453
213 284 185
806 19 648
440 333 282
156 396 714
147 557 136
818 526 873
65 514 135
630 357 230
803 501 303
425 201 102
596 877 218
460 858 849
148 614 378
310 934 73
423 200 691
763 127 432
65 296 571
491 766 250
967 221 432
27 859 906
43 298 714
922 170 263
111 233 266
576 441 937
612 64 128
2 974 307
950 29 50
93 134 573
543 93 365
576 78 752
854 471 648
905 299 491
976 254 66
19 849 250
345 176 100
575 261 693
92 770 450
480 272 821
505 612 984
904 268 27
92 615 97
903 122 468
942 104 45
724 7 724
647 26 488
562 695 471
464 447 234
647 642 911
276 636 52
251 5 245
858 951 548
901 512 346
607 462 282
973 57 19
846 228 490
560 350 591
696 996 936
776 337 596
616 980 399
549 666 581
632 50 368
274 222 3
161 139 281
339 553 308
852 485 382
769 161 475
319 891 602
574 637 928
540 329 920
785 398 554
744 191 125
92 748 273
421 942 394
680 749 588
112 728 290
645 19 791
86 399 305
134 45 66
297 132 439
601 62 625
32 147 942
517 158 999
832 57 758
988 77 358
980 453 450
281 778 379
352 478 12
550 700 786
693 832 145
253 123 148
262 228 836
123 331 15
763 545 964
770 251 862
200 810 11
866 881 445
576 818 359
107 441 563
12 183 550
912 26 409
302 676 639
999 907 612
896 494 881
137 920 569
229 929 611
385 533 322
663 46 109
867 515 215
282 160 283
29 922 641
245 270 154
55 58 546
83 420 722
819 530 271
677 875 378
954 364 911
297 111 654
540 902 746
852 158 208
801 366 88
288 589 531
928 365 732
459 573 636
219 575 442
119 66 2
274 33 658
269 750 218
715 857 867
488 81 400
254 324 318
957 377 815
629 189 180
415 884 715
242 92 524
11 23 576
252 756 56
136 660 779
285 903 636
194 72 80
178 51 786
362 417 388
667 924 171
169 30 125
615 799 892
93 403 726
264 553 805
350 44 228
146 548 268
64 354 124
117 519 369
704 174 958
127 172 628
921 424 45
424 419 747
133 361 848
506 169 504
145 9 570
380 969 416
178 871 228
7 483 991
846 649 942
756 852 399
406 917 824
983 644 749
363 676 602
113 659 629
346 252 379
912 436 645
317 998 154
632 235 516
366 442 912
955 369 911
149 46 631
579 399 400
349 464 556
642 815 176
214 595 73
633 457 722
586 831 81
137 201 590
694 745 58
122 762 934
413 515 314
627 397 292
11 558 354
99 712 833
61 267 492
474 473 90
275 997 164
781 350 142
861 470 85
244 305 951
893 850 733
461 979 142
665 44 948
141 430 738
596 403 545
626 340 205
885 796 983
203 931 540
459 482 686
329 942 397
879 119 497
619 751 619
412 17 99
325 774 56
237 208 71
637 307 621
812 963 371
403 450 855
123 120 490
152 663 669
632 608 421
86 193 937
480 42 694
707 261 480
341 981 523
16 7 808
705 217 603
586 394 607
44 532 96
740 272 490
949 934 327
29 26 124
470 691 927
416 884 411
162 695 634
138 829 406
727 522 832
82 930 601
183 46 829
83 592 998
788 93 154
712 788 861
795 909 561
112 655 497
255 643 502
552 939 292
622 428 53
217 544 614
742 704 929
710 234 913
343 710 53
538 192 183
465 560 115
987 699 513
603 432 791
218 72 564
684 296 749
489 37 548
922 820 25
418 386 996
401 32 263
305 766 8
678 669 102
673 672 663
89 404 281
415 274 177
788 4 857
556 909 762
711 526 997
157 89 107
376 567 562
450 192 676
146 220 924
930 21 493
589 489 702
634 492 575
336 614 799
10 30 600
47 539 570
410 13 67
327 455 754
717 100 620
274 915 238
995 490 998
335 362 690
169 962 268
847 446 665
328 28 52
364 541 590
96 164 500
99 700 176
344 501 553
503 670 390
302 224 952
340 116 785
120 621 75
576 286 435
576 635 881
360 554 73
960 720 147
655 410 556
801 889 471
424 343 932
369 21 227
503 16 207
104 410 667
949 883 713
248 864 319
789 463 956
501 140 44
131 251 701
26 185 608
521 935 38
627 450 749
869 231 566
327 969 967
748 576 628
974 3 60
48 518 14
888 150 709
722 651 697
492 533 42
531 639 792
327 60 205
4 922 784
748 212 487
755 881 603
658 574 831
386 160 734
641 987 665
41 596 359
324 878 73
861 452 364
714 442 46
176 495 49
161 649 313
379 332 821
933 957 751
498 288 717
557 454 790
405 333 255
3 589 764
875 696 956
805 279 126
798 454 249
893 644 771
991 372 559
132 558 671
85 695 420
813 27 454
445 103 567
834 751 680
437 445 792
578 896 594
908 485 373
262 376 976
124 357 369
456 573 398
620 395 597
14 22 325
832 951 307
530 711 733
320 309 136
705 383 668
203 964 674
312 385 513
145 213 928
472 200 900
55 543 525
342 221 188
158 933 568
300 798 115
631 99 925
275 243 748
892 501 475
539 965 721
180 507 515
387 498 734
376 842 253
753 997 79
918 922 110
464 856 5
374 499 378
705 418 959
573 568 125
584 900 464
253 398 517
967 334 505
613 561 505
392 968 55
362 761 157
396 436 71
694 864 293
943 288 163
693 892 550
874 707 453
288 601 173
536 6 334
878 107 190
513 401 449
16 543 818
891 483 796
54 564 309
807 886 908
17 822 327
310 410 346
544 757 964
155 273 166
158 462 130
682 737 836
737 789 92
950 305 599
523 153 838
373 135 282
478 153 452
365 152 794
34 493 626
962 984 835
692 988 965
142 693 267
12 11 403
14 21 422
851 943 240
293 388 7
773 592 348
916 268 588
728 742 869
416 123 726
561 991 749
543 333 884
243 697 963
176 267 259
913 592 338
204 8 265
337 944 756
439 484 465
857 374 36
731 91 429
699 653 318
196 175 6
720 498 950
532 24 40
735 988 992
544 274 64
509 556 289
265 323 618
745 63 965
81 21 232
539 205 150
23 927 689
425 883 928
543 705 191
177 864 159
261 994 68
859 466 708
722 522 433
270 575 327
370 434 783
619 833 528
592 697 839
472 388 674
518 56 793
302 762 440
191 266 654
395 170 907
446 9 265
906 325 975
595 444 949
298 738 789
891 302 555
534 20 305
743 567 111
239 64 931
328 429 940
625 914 72
812 63 411
629 84 798
855 463 785
873 415 931
982 301 47
479 895 168
644 692 968
906 701 985
415 88 896
561 650 406
849 956 84
297 717 829
913 232 612
856 750 354
591 754 31
347 707 623
982 450 672
554 1 273
64 292 854
493 685 328
243 242 779
807 439 176
710 754 365
321 500 181
790 290 253
751 373 101
637 809 494
164 380 479
160 964 830
705 412 357
76 453 671
127 702 754
544 197 126
22 966 517
275 892 681
546 250 562
886 919 217
955 75 614
911 806 313
379 25 598
298 827 644
346 684 595
417 34 357
553 646 418
377 57 659
861 591 842
482 139 710
944 909 46
851 772 281
589 250 973
470 788 133
265 414 433
636 343 273
534 344 997
478 846 191
271 150 217
32 897 986
78 797 917
522 632 213
614 948 944
452 849 204
175 908 630
743 201 842
395 578 814
856 842 456
953 175 889
688 814 358
662 196 501
686 639 742
177 959 33
308 8 120
955 425 559
825 422 492
578 844 606
52 878 982
65 306 667
873 209 226
328 37 58
661 790 403
607 125 891
132 357 667
693 694 385
835 399 423
532 415 507
627 735 357
1 631 710
179 735 801
922 257 809
167 278 464
537 552 585
933 716 589
510 566 939
676 602 900
648 419 30
388 838 215
544 454 68
987 992 551
975 241 933
870 544 927
664 956 107
436 490 941
572 185 972
545 186 929
788 527 392
466 334 791
175 295 139
379 236 204
100 101 588
407 563 265
633 233 788
189 750 662
877 530 614
311 136 770
546 661 318
526 532 353
909 344 654
266 458 210
75 861 750
497 675 351
851 665 801
437 542 897
693 944 475
742 514 595
300 897 520
69 857 344
722 583 783
248 175 854
139 296 589
42 577 129
565 350 894
804 170 548
969 784 702
518 126 154
284 506 237
382 525 969
63 724 487
168 321 814
135 125 58
356 660 372
26 393 93
620 22 111
463 326 890
893 17 212
671 216 273
599 708 598
247 280 493
381 583 700
197 777 353
904 735 337
516 818 409
62 369 78
401 883 293
220 627 371
59 548 484
67 100 397
736 531 111
357 601 478
789 286 451
870 676 824
202 940 818
889 872 696
267 163 592
992 757 382
528 54 967
776 781 548
678 441 432
719 78 502
868 126 36
861 855 33
255 910 123
726 853 539
51 217 434
518 660 480
16 506 619
234 470 979
369 48 232
401 761 858
659 931 21
634 399 5
52 286 319
996 528 871
906 542 387
622 753 420
632 914 704
584 3 978
566 854 594
832 989 997
723 205 823
128 639 625
62 619 588
448 24 152
573 289 308
464 477 500
461 297 221
680 549 874
468 220 587
752 9 770
488 64 29
37 949 98
239 906 621
173 194 649
547 977 504
527 996 402
934 340 897
520 946 362
674 885 865
641 565 619
642 151 106
765 961 9
115 806 350
540 728 632
729 885 934
320 667 781
954 312 319
692 826 423
17 698 92
847 545 694
904 887 187
911 742 847
642 223 155
993 889 403
277 499 710
906 766 915
902 381 160
809 919 80
678 952 703
505 581 35
430 89 775
236 590 65
794 892 271
224 677 806
769 603 230
28 456 362
117 831 946
25 819 223
10 490 861
857 379 469
291 578 219
918 43 197
792 649 485
545 419 513
3 598 790
348 621 454
216 603 889
254 687 276
837 573 740
409 399 440
241 988 191
946 644 428
718 84 83
388 174 20
165 304 823
522 898 1
501 735 309
419 443 222
916 675 14
997 469 589
68 287 612
329 336 159
280 610 917
308 188 743
818 684 35
115 202 450
283 342 322
135 30 242
722 212 36
939 872 932
523 372 227
606 790 437
53 504 433
444 755 259
11 971 494
853 620 909
332 152 457
701 363 277
153 671 513
100 687 509
426 982 501
59 612 85
768 745 599
898 397 499
426 857 440
523 394 216
721 815 151
209 536 971
441 159 714
128 18 935
250 367 837
575 61 332
521 40 273
163 261 769
642 540 390
479 407 825
155 236 447
360 325 306
503 381 294
235 778 374
966 938 187
968 47 676
558 863 575
746 487 49
478 347 196
319 199 335
580 85 556
384 937 368
608 250 66
9 55 55
815 209 518
934 636 705
925 864 934
887 404 594
250 240 626
271 984 100
712 895 215
280 83 711
558 747 850
275 533 347
831 676 475
483 444 927
55 427 294
49 784 649
9 87 320
25 356 681
112 254 271
897 320 477
56 543 910
990 54 970
539 325 355
509 694 120
456 236 427
69 498 213
735 943 713
858 123 261
435 428 119
573 913 693
234 163 298
177 558 396
353 38 293
906 609 694
354 754 120
94 486 597
541 130 599
554 264 824
247 200 226
1000 844 145
637 820 472
263 104 31
182 358 954
711 211 972
506 832 315
913 690 967
769 166 701
663 952 330
416 765 790
574 803 463
83 577 196
41 325 670
978 205 750
31 571 180
339 589 664
878 23 73
239 383 551
66 999 796
913 51 370
332 898 201
183 391 972
568 662 872
747 429 591
980 273 995
799 624 163
397 579 316
50 513 689
506 812 334
538 853 48
773 677 678
789 839 186
264 743 187
484 662 895
850 971 256
780 823 5
629 671 697
904 428 554
920 915 698
933 943 658
88 785 54
434 155 312
488 814 128
980 525 126
105 504 40
707 533 226
123 670 233
924 324 338
781 648 259
865 48 106
444 790 911
525 925 859
323 872 637
815 106 636
838 654 589
543 283 693
42 40 18
118 543 826
588 610 265
850 900 514
13 724 506
742 604 885
833 822 475
604 59 398
208 145 498
481 20 771
500 264 340
443 955 911
179 269 137
748 322 676
79 901 338
552 331 658
947 473 506
268 973 272
173 170 195
114 456 304
901 45 460
674 421 262
519 928 283
290 393 81
958 630 638
318 116 796
72 481 781
992 552 727
598 203 883
824 491 293
301 460 379
55 763 191
921 905 493
697 245 212
388 809 239
577 889 918
734 639 345
571 123 775
640 85 603
7 884 528
397 120 609
629 456 255
634 482 960
49 654 809
939 160 642
541 359 932
751 120 508
179 147 13
993 83 223
270 225 27
458 100 158
78 845 238
777 803 93
795 935 942
539 960 332
809 709 225
717 466 696
303 373 460
502 98 703
622 388 35
423 734 173
28 600 113
855 50 942
143 402 660
425 200 963
493 697 202
555 191 162
918 162 29
998 170 453
605 163 157
976 997 765
419 611 160
251 868 372
778 517 4
575 854 607
190 217 304
705 629 995
788 408 996
434 397 766
849 287 837
455 890 445
652 263 180
487 683 342
529 215 368
428 823 751
946 827 183
125 642 722
613 64 43
716 100 131
324 444 90
673 94 279
82 361 623
994 805 885
356 994 898
264 333 530
252 693 79
680 366 541
718 414 639
752 846 650
227 288 519
211 151 409
521 437 286
551 741 566
784 607 105
79 792 176
936 915 759
1000 66 732
71 294 196
983 435 315
476 737 661
62 743 754
39 963 259
276 730 644
636 50 559
192 637 412
483 291 976
179 214 384
898 488 408
490 803 234
87 449 626
352 962 938
445 628 122
472 940 697
28 205 170
490 499 229
953 961 477
703 971 223
706 428 173
943 445 726
741 114 271
149 512 685
431 773 412
531 109 590
843 273 590
749 745 381
343 685 549
897 868 27
698 575 499
875 620 507
893 938 532
794 940 914
680 687 803
761 114 844
884 338 628
237 179 716
985 763 559
22 625 562
915 336 150
177 316 575
344 994 744
442 807 819
948 678 548
391 804 578
623 633 134
234 215 802
993 838 929
98 390 916
195 255 824
714 10 457
608 626 660
764 520 490
200 26 75
113 521 968
762 527 46
362 606 473
553 584 544
234 650 332
473 340 268
255 124 272
999 807 740
708 57 752
331 530 608
179 914 147
186 10 876
190 25 952
132 922 452
115 410 251
471 713 708
527 760 765
179 849 137
666 104 129
44 124 476
510 387 695
187 532 71
482 627 972
733 54 664
276 218 434
345 505 245
807 49 582
429 280 285
232 59 92
913 888 819
675 728 845
554 388 591
371 569 264
788 636 551
118 74 527
445 68 15
817 188 950
673 635 818
146 877 894
30 132 17
378 704 181
598 530 2
344 242 715
999 185 4
65 295 460
517 727 439
750 739 509
420 705 67
859 218 437
193 173 168
195 938 53
237 296 78
651 704 23
783 352 724
278 804 773
454 230 546
510 495 242
125 84 750
27 467 905
410 998 99
536 126 538
47 552 376
590 64 551
706 659 638
841 616 458
278 921 177
950 885 603
959 107 353
784 559 370
128 1000 125
776 590 322
418 953 645
335 711 217
662 755 641
391 427 563
490 783 970
711 376 782
402 289 155
997 783 574
723 416 723
25 40 546
778 780 360
679 911 969
282 705 280
245 760 630
988 740 50
262 915 162
208 718 993
382 541 529
277 418 968
42 608 811
33 320 188
282 389 531
99 599 684
962 571 131
148 887 513
775 699 403
142 452 802
126 742 979
248 21 654
324 50 626
388 335 228
168 870 157
315 148 324
487 520 907
271 865 411
678 780 364
20 897 312
709 729 311
148 3 90
741 978 679
560 835 48
484 438 808
373 586 506
954 628 284
850 524 459
985 495 301
243 679 481
392 359 374
859 817 951
627 877 78
195 497 892
570 752 905
101 82 301
465 812 746
469 526 976
422 780 354
492 814 946
194 285 600
813 600 623
190 195 993
452 703 435
245 325 276
467 360 505
351 602 201
438 566 456
918 873 558
759 357 86
488 679 787
463 585 754
734 886 623
999 906 91
875 680 286
171 782 653
470 449 187
171 723 578
351 12 330
233 154 458
881 197 416
219 682 253
404 945 45
170 248 850
737 607 486
687 958 520
952 242 407
771 864 854
227 704 151
106 853 294
363 559 877
641 472 695
483 771 377
255 941 87
102 651 242
549 495 738
902 770 444
323 385 270
994 946 767
301 543 693
344 725 181
907 321 864
141 483 928
857 93 219
868 456 171
232 115 207
448 233 33
922 93 146
919 147 808
383 479 323
533 413 746
273 311 192
116 140 405
218 466 441
892 194 329
133 603 729
782 34 295
99 781 826
763 905 656
340 136 52
874 794 692
190 347 849
117 108 728
275 684 345
217 18 643
389 423 420
387 345 293
491 230 734
313 31 4
125 144 661
539 729 968
330 607 499
579 363 52
236 499 404
885 626 740
39 184 253
797 211 631
695 758 657
215 976 570
154 307 590
852 10 23
967 667 683
368 676 237
422 594 608
239 744 230
530 846 224
661 875 612
756 401 959
850 868 768
537 891 177
829 958 0
965 123 7
796 74 475
375 992 309
648 530 128
459 506 478
738 32 135
14 942 715
722 389 629
462 307 92
881 596 427
107 678 530
424 624 302
35 255 673
725 921 998
943 347 203
424 324 679
996 459 736
368 789 938
315 94 556
435 700 52
338 89 927
567 887 896
378 93 184
273 805 81
992 944 691
188 801 833
665 65 225
315 209 429
982 181 432
958 591 329
399 639 594
675 567 503
624 534 21
213 452 582
831 547 885
122 149 453
60 332 984
59 793 762
773 493 465
311 373 486
955 91 148
